本次排名,上次排名,排名变化,商品ID,商品标题,品牌,国补后价格,付款人数,最新价格,最新付款人数,付款金额,店铺名称,商品链接,备注,8-19_付款人数,8-19_价格,8-20_付款人数,8-20_价格,8-22_付款人数,8-22_价格,页码
131,85,下降46,8.33924E+11,政府补贴15%小米智能门锁2全自动智能指纹锁 防盗密码电子锁,小米,928.3,200,959,100,95900,天猫超市,https://detail.tmall.com/item.htm?id=833924288595&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000JZ9CJTF4383bZggNmBzBWinJbRVmr9VrIFmMygnGE20&skuId=null&priceTId=214781f817555876005898196e0f19&utparam=%7B%22aplus_abtest%22%3A%22cd6784a282ffec4a2bb2704a6466cc5b%22%7D&spm=a21n57.1.item.23,,同上,959,同上,同上,100,同上,
132,N/A,新品,7.29913E+11,黑帆玻璃门指纹u型锁办公室商店铺室外智能密码电子插锁U形锁挂锁,未识别,114.16,100,114.16,100,11416,blacksails黑帆旗舰店,https://detail.tmall.com/item.htm?id=729913223297&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000GXY1_IosDcAdnj8RQ_wZdVOatuvkUgoX0qjOC-BBV-U&skuId=5673723520490&priceTId=215046da17558475615046181e12eb&utparam=%7B%22aplus_abtest%22%3A%22f50aad1f35fdd5d0f54c9aaf8d04c788%22%7D&spm=a21n57.1.item.48,新品; ,,,,,100,114.16,3
133,93,下降40,7.96106E+11,全自动指纹锁家用防盗入户门智能门锁电子密码锁人脸识别上门安装,今融,298,100,292.8,100,29280,今融家居旗舰店,https://detail.tmall.com/item.htm?id=796106191838&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000Z6tE1iAhYV3O9h6kVLpgsj301tqrON7w7INC0ZOXLR0&skuId=5601223427259&priceTId=214781f817555876005898196e0f19&utparam=%7B%22aplus_abtest%22%3A%226adecd07be7a99fbfdd3e2aa7d0b2e84%22%7D&spm=a21n57.1.item.38,,同上,292.8,同上,同上,同上,同上,
134,N/A,新品,8.79586E+11,海康威视玻璃门密码锁免开孔无框单双门开办公室指纹锁电子智能锁,海康威视,213,100,213,100,21300,海康威视旗舰店,https://detail.tmall.com/item.htm?id=879586246979&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000Ba5vajfoKsbq7hpgeGxbrP5sKDukR4vZnZfUnXEiM90&skuId=5756895245694&priceTId=215046ff17558480823347940e0e01&utparam=%7B%22aplus_abtest%22%3A%226d492a1baa2c91ed5ee2086d7dcfbae6%22%7D&spm=a21n57.1.item.5,新品; ,,,,,100,213,4
135,N/A,新品,8.47724E+11,德施曼智能门锁AI指纹锁密码锁家用全自动智能锁感应锁电子锁Q2P,德施曼,545.7,100,545.7,100,54570,德施曼智能锁旗舰店,https://detail.tmall.com/item.htm?id=847724219407&ns=1&abbucket=16&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=475106ba277f2b902d39b0fa65141a79c377fc8f&mi_id=0000ghGpK-vgT5AvhjeITTIk2sqQfS9Gd-AzdQ7-VvWMRa4&skuId=5802714351043&priceTId=215046ff17558480823347940e0e01&utparam=%7B%22aplus_abtest%22%3A%226a85f15f804f848cbd64f050a1c21ac2%22%7D&spm=a21n57.1.item.7,新品; ,,,,,100,545.7,4
136,94,下降42,8.03349E+11,智能门锁全自动指纹锁入户门智能锁防盗门家用密码门锁3D人脸识别,云漫,257.5,100,252,100,25200,云漫旗舰店,https://detail.tmall.com/item.htm?id=803348985663&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000kswT37W5M2sdxFC1VZzI_0ymMhOk-nXbFPwfzh0FVZ0&skuId=5585367377875&priceTId=214781f817555876005898196e0f19&utparam=%7B%22aplus_abtest%22%3A%22c451b1ebde7d223fc020768f4a251482%22%7D&spm=a21n57.1.item.41,,同上,252,同上,同上,同上,同上,
137,105,下降32,8.18112E+11,木门指纹锁家用室内老式房间门密码锁办公室民宿公寓电子智能门锁,双声,117,100,122,100,12200,双声旗舰店,https://detail.tmall.com/item.htm?id=818111753580&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000kMBs5EZS4viZNVJRGn-27Zfep8DGnhTSAU2vwo_jMb0&skuId=5687295386186&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%2291b50a5151a0ed06eddf04d02cccef92%22%7D&spm=a21n57.1.item.13,,同上,122,同上,同上,同上,同上,
138,N/A,新品入榜,7.94528E+11,豪华升级! 配备4吋大屏的VOC门锁享受智能新生活!,VOC,679.15,75,674.05,100,67405,VOC旗舰店,https://click.simba.taobao.com/cc_im?p=%D6%C7%C4%DC%C3%C5%CB%F8&s=1108139698&k=2201&e=BPfve8QtyWoaui8%2BZEm%2F9INqvrBDWogyAuk%2FHRbGOzjKOe3VPuAY8g%2FS8EbNGHhIy9Zsnc1Oj29kNEkImezllBMBoE6%2FZZ1ZkAmgzmliZNeu2ty6OyF%2FESki9jGd28OJDOZHwk8dt87IuUlgZJPI2JSIsC3hWDEBH%2BL1tP%2B06EBt%2BH5z3YZrSy0fh0%2FNWqS5i72e3fqFIn4yNYf%2BlIn%2BSl7kmgM9B0iGxLDrgNJrMTEE5lW4nbKvGAvQljyUo2pbxbyvjLtbnsLupfMEwxhbBXdbXGxRqatb%2Bv0TRJcmYUiePUnfDLDg%2FeIN8aDZqpa3nNdWwIgs6PgGtaDSZYn0AjTmv1NLpUw8Qi2FpGxn5qkxgAHNTSuM2CI2Ao9dmeCyQtZqDxaM6VjSxaNxffA9pShnuMO9maqatnlFihLtkLDL6Eux6Uo5GYXDyZ%2BXMr2VpND9lUkvyYXkoBSJ7mvOh9n1IU0C5SW4jvuYaaW5kbNWk7c3de5dQuRlSDDWCzf%2FZB3b%2FXiNM1gALTQKAMgxOcoBx5pzuop%2Bn5%2BFUD7FyybF9Pi6BEoNK8wlw85MyqG7kx6It7vLi8hbGoAx4L4xia4eww8CSbie1hTK%2BVNa7znzgeQze5dXY7ZhQE1iFzTzwYsjmReVHEr3lLnWJctBlsplLAYazEZB%2BlWvv10RYeke33uO4anBdfItPSjr77dtlsTKYvWX8x3HD%2FtiZNzR3ReJJroPb4l9Kje%2BOj7jR5K1Q%2FS%2Fqf0v%2F3O46J8juT9zOoFiLOqLWt6p2dSDAJUA1D4L9CQyEtD6kFqDR03%2B7IIowzsTF3irfM%2FiLBCTJytATAvvt9kym8Hl9tti8iotV8HR6j2GdXsMmldjja1tvwS%2B0xzGMfRiFgDm%2FaKHg9muWNl408ua8arJWLsUYXMbgYO2aWzYlpRrrh7DDwJJuJ58JV8wry2B6FF1F3dLNKSC6im409FMdQgyrKjOBwp2iPUDrgiqry5mQh76O8DNoNIGvlczI5tpQGXDg3VTeAvYbeVDt%2FKru41iTcos3QO3CUtg%2FUljcsKqaeTjgpmMal3ySToANLlQ%2FrBd7pGIwRnB9kvOa%2FiOMFHgWimxfUBITRHOiqTqzYuaQBOSzsk%2Fr9C%2F2YJfQbYawj8dsteC1m4kHOpY4Emvl36hxWr%2FQD29OeXUG%2Bymck5QfjLkrxY6V%2BDd8buiFtx1hPj2TARMIZkQmFL776PNjp9IldD7YbRT4Xry9BBgBCovw6suSIQ4ujvXwzMVeGGuUmxU7HRTlVSLYnQoKSTJ9iZrgU7MPtRixDqBYizqi1revc61gny0z4t0fdLlQ%2Fcmi7T%2FK0rEisGLe%2FuBcze%2FiFJQXMC2gjBJyK4TkpnLNXuTgaBMIA9nrBggWdsiKhMz3bnam5aw%2BZxVXdbMaboPOT5f6SYaUa26yePyzCqdliOemnpF5KoWg3wbu2CjE7FikPaXcB1pdidI8eASTAjGkPrkM0AdVt42YQIzug0UBY0fkRQwYkSzODBeN6NCkHKRQgSOzA5SP2Mab9qvQbC8JOpvaQfmhNkwHaLxN%2FskkN2FjvuYaaW5kbPZHyda4KTevc6JTnbWiK9UBT%2Bs0m2ZB72O%2B5hppbmRs9VJ06ZsbyE1KSL2MZ3bw4kM5kfCTx23zsi5SWBkk8jY39HhiNDgLEkkM1QnwTSf18843ZOvoWcLSwvFHkbHASFJ4Voaj%2FWb7soDi7mMq1qH%2Bfqw7lU0%2BqcwlEvCAF%2FXt6YW%2FGXAmcG3D6gJ%2FxzGK5ywakUJL9NiyKTtQIa13Re%2BbsgWabFooUfspSBy0S8sVtc6UjqHSjNRNg1boWRPuvkZVy3CNmxc2mWYwoZZZzUXx9SWmnognWtWWvlv8RprCPwUTbmS2BL66koC2zoXgKgOFwoPrhkROiTYTcgrujiVeAEvB4NlWdp6gg8Eu1KDMHv7gXM3v4hS4%2FK5FyiXBmYcpYdqg3F46fDNF5NW01jLE3dVWFUKKkTjsyhFXQARmUErNxhmcV1TGU%2BSPUY4%2BVkBhlIlnMq%2FTQAswrJzbuuWcJq5D1DEI3i%2BxeJLc295sLoFjVQs6KReWNl408ua8aoVbOLjWabr3eSgWZJmEWn8biA1iPa7DOc0aOCI8jW9Kii3cH%2B5TFag%2BaVqejicM%2Fj1he1J%2FH5V%2FnCjGA9jtU9M2tXUUE5ndTDC9Vkgge8yyw%3D%3D&eadt=282&mm_sceneid=1_0_110693340_0&a=xxc%3Dad_ztc%26umpChannel%3Dbybtqdyh%26u_channel%3Dbybtqdyh%26fpChannel%3D101%26fpChannelSig%3D0df861bb7f3449d8965b7436531c5c5843d9b423%26mi_id%3D0000NiV1PAdxZIeOjcO8ZpjD1i1aAwGkdSlkBtl8u5jQKeo%26skuId%3D5588356844461%26priceTId%3D214784c817555876476096297e143f%26utparam%3D%2525257B%25252522aplus_abtest%25252522%2525253A%252525220a7c2c24f82be7eeb9e4d6c44087d022%25252522%2525257D%26&id=794527582006&spm=a21n57.1.item.4,,未找到,未找到,未找到,未找到,100,674.05,
139,N/A,新品,6.08945E+11,幻侣半自动指纹锁家用防盗门电子密码锁全自动智能门锁入户大门锁,幻侣,272,100,272,100,27200,幻侣智能家居旗舰店,https://detail.tmall.com/item.htm?id=608944621421&ns=1&abbucket=16&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=6da3fee9d01d3ce7bc3f660c14a15a3ac5954d46&mi_id=0000ubEjOl1JBE4bNK-CQTZJFFILTq--FzM3LC5Ra-XEOZE&skuId=5200361618354&priceTId=215046ff17558480823347940e0e01&utparam=%7B%22aplus_abtest%22%3A%22715790a4f656823822275584b1ce457a%22%7D&spm=a21n57.1.item.17,新品; ,,,,,100,272,4
140,110,下降30,9.34612E+11,小米智能门锁2指静脉增强指纹家用防盗门密码智能门锁智能锁家用,小米,1699,100,1659.02,100,165902,小米官方旗舰店,https://detail.tmall.com/item.htm?id=934612004209&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=c4f33febcfd7aef53fa39f90fe8c0d183f4aa7e5&mi_id=00006YaF8buv6mmVCImK-gNer5IA4qC1rx7GftH_VIXAvtA&skuId=5871652052343&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%22a4e9564861e81d3d7b90dfbbc18b1f69%22%7D&spm=a21n57.1.item.12,,同上,1659.02,同上,1489.02,同上,1659.02,
141,N/A,新品,7.40515E+11,邦臣玻璃门智能锁密码锁人脸识别办公室指纹锁室扫脸双开单门禁锁,邦臣,260.66,100,260.66,100,26066,邦臣智能家居旗舰店,https://detail.tmall.com/item.htm?id=740514786121&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000S8Bthwd6WQdFSdiEyzICTGCI7dfdtTv-5pYGfVt-EYM&skuId=5922680995686&priceTId=215046ff17558480823347940e0e01&utparam=%7B%22aplus_abtest%22%3A%225c253a0a6640e4581ea677e9b04a45ce%22%7D&spm=a21n57.1.item.23,新品; ,,,,,100,260.66,4
142,107,下降35,9.08448E+11,TCL智能门锁K7GMax人脸指纹密码锁家用电子锁双摄猫眼防盗智能锁,TCL,1274.15,100,1269.05,100,126905,TCL智能家居旗舰,https://detail.tmall.com/item.htm?id=908447650500&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=c98c94acffd62d892a20a905b55fd31c2d31ba40&mi_id=0000nYN1VVfvldiWpuKumgn-JUadmyFjvPl1tecJu3xA5bc&skuId=5771022665795&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%222623a2816d9e7663a8170283829b40bd%22%7D&spm=a21n57.1.item.20,,同上,1269.05,同上,同上,同上,同上,
143,113,下降30,8.29191E+11,小米智能门锁2 全自动指纹锁密码锁家用防盗门电子智能门锁长续航,小米,929,100,923,100,92300,天猫超市,https://detail.tmall.com/item.htm?id=829190589766&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000txG7iQKYBSi7lJze1sPoqxgbE2fMkyGKt1zgVzTpXDc&skuId=5729997255697&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%22339cc46b9c65f69ea9dafbc5a1dff571%22%7D&spm=a21n57.1.item.35,,同上,923,同上,同上,同上,同上,
144,N/A,新品,8.03131E+11,通通锁智能锁公寓酒店民宿出租房指纹锁公寓防盗门木门电子密码锁,今融,101.98,100,101.98,100,10198,今融家居旗舰店,https://detail.tmall.com/item.htm?id=803130567455&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000IiStNp4bUV4MmYduG_XUeES1bdyyGyZW9ODjyHz5vo0&skuId=5639240619531&priceTId=215046ff17558480823347940e0e01&utparam=%7B%22aplus_abtest%22%3A%22aa16b292bf311bedc329e1706dae1e5e%22%7D&spm=a21n57.1.item.27,新品; ,,,,,100,101.98,4
145,103,下降42,6.88239E+11,凯迪仕Q7W智能门锁全自动密码锁AI指纹电子锁家用智能锁入户门,凯迪仕,1039,100,1083,100,108300,凯迪仕官方旗舰店,https://detail.tmall.com/item.htm?id=688239118326&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=106798508cd7e6fec4805f558cd6bc155ed53557&mi_id=0000M7hUp5cejavEj1v5ITh8Gwr45Sxb-81aiADwjZhr780&skuId=6075419362495&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%2225946cb69587f69e0b1dd6997b76af59%22%7D&spm=a21n57.1.item.7,,同上,983,同上,同上,同上,1083,
146,116,下降30,6.77941E+11,玻璃门密码锁指纹锁办公室免开孔专用无框双开推拉门锁智能电子锁,亿联,196,100,187.6,100,18760,亿联智能鸿进专卖店,https://detail.tmall.com/item.htm?id=677941395647&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000pe0h5pUcHiGgSWFHrN0jX4d6qGSmvcNrpI2b7GNqWVc&skuId=6037172783560&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%22c1be7a8ae4e34766c87df25f24d9db92%22%7D&spm=a21n57.1.item.29,,同上,187.6,同上,同上,同上,同上,
147,109,下降38,8.62103E+11,全自动指纹锁人脸识别入户门密码锁家用门锁电子防盗门锁智能门锁,云漫,328,100,322,100,32200,云漫旗舰店,https://detail.tmall.com/item.htm?id=862102619696&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000d1rsVl7odnhek6Paco-7pWWO4LJkdFwF-bYCAdJIyvA&skuId=5686436904336&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%22f754ffb41a0aa830d11021fe28bb63f4%22%7D&spm=a21n57.1.item.17,,同上,322,同上,同上,同上,同上,
148,126,下降22,9.56462E+11,XiaoMi/小米智能门锁E10指纹锁家用入户防盗锁智能锁,小米,604.9,94,799,100,79900,百亿补贴官方精选,https://detail.tmall.com/item.htm?id=956461820212&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=235436f681e3273b7c010a54419abaf22aea57b4&mi_id=0000Q_lWCCDCGIM8ZJX5H4DKfnvXzPOauBnOi_g5cDJHwTM&skuId=5879043380353&priceTId=214784c817555876326565695e143f&utparam=%7B%22aplus_abtest%22%3A%2294f41c0085d7fcaad92f0e19bfa15c29%22%7D&spm=a21n57.1.item.24,,100,539,同上,同上,同上,799,
149,101,下降48,7.82694E+11,德力西全自动智能门锁人脸识别指纹锁家用防盗电子密码锁入户门D7,德力西,763.3,100,758.2,100,75820,德力西瑞采来专卖店,https://detail.tmall.com/item.htm?id=782694204120&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=953c2cc3a1f0e7aac2f186e4f9d0a4018885cdd9&mi_id=0000Rvp7wkSeJieogHHm6-W-Wsh1DaOTzo5VcuqeelLJUzQ&skuId=5513562614397&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%224b950e9251630fa175dc8b8eba780b21%22%7D&spm=a21n57.1.item.5,,同上,758.2,同上,同上,同上,同上,
150,120,下降30,8.76062E+11,小米智能门锁2Pro 全自动指纹大屏猫眼人脸识别家用防盗锁智能锁A,小米,1799,100,1768.51,100,176851,天猫优品官方旗舰店,https://detail.tmall.com/item.htm?id=876061927926&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00002lJPwfVtKx_lHMnE1OSwxGnGBoBY31lEt6LelKHkorQ&skuId=5883145475681&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%223e17940c76c1769544e5946f4b59cffb%22%7D&spm=a21n57.1.item.43,,同上,1768.51,同上,同上,同上,同上,
151,N/A,新品,8.06088E+11,断桥铝智能锁玻璃门密码锁肯德基窄边推拉门庭院门指纹锁户外防水,邦臣,180.86,100,180.86,100,18086,邦臣智能家居旗舰店,https://detail.tmall.com/item.htm?id=806088273478&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000ucA2WHoP36V05eehjWmcZFzcWHuVj-x3mcKPbEAZf3w&skuId=5847103468890&priceTId=215046ff17558480823347940e0e01&utparam=%7B%22aplus_abtest%22%3A%22ea7443cdc98a4bb964510e7bf090ce73%22%7D&spm=a21n57.1.item.37,新品; ,,,,,100,180.86,4
152,112,下降40,7.60325E+11,人脸识别指纹锁密码锁电子家用防盗门全自动入户木门可视智能门锁,murldyare,298,100,298,100,29800,murldyare旗舰店,https://detail.tmall.com/item.htm?id=760325403635&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00006bFjNeDqFTFdkU9hHBSdwR8nAV48XYmYCryTgYuQtRA&skuId=5521116704828&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%228912350adf65b01f8456ed9279027a71%22%7D&spm=a21n57.1.item.24,,同上,同上,同上,同上,同上,同上,
153,122,下降31,9.13386E+11,爱国者全自动人脸识别入户门智能门锁指纹密码锁家用电子木门大门,爱国者,193.09,19,219,100,21900,aigo爱国者智能锁旗舰店,https://click.simba.taobao.com/cc_im?p=%D6%C7%C4%DC%C3%C5%CB%F8&s=942231528&k=2241&e=GCyU69Vy4IWl9f9HfyziOOtP8k2dxG5C9zZKnOUCzlKe5PT6afnWjwkHRcqlkD%2FyWON5xsT2WumVLTpcMXOF7G64UNkEwI8TLMcyVy3n8LsDdzTFIbvYfQeblnCUU6GHX2kHIxhvBFkFix7FACNyr4J1YKHZTP7ETVV%2F22IsCbpfo%2F9fqBgHzyF6zqwLTwL2LnDEnDIvz%2BLVHmMo8yoPk8AXP8RPpERRxfOATG9wIccltzC0DI%2BCVmkiNgi%2FCV5BY2DkPNJE6g8RCt3qjyni%2Bki6StTeK4iIM9KmwcIlNt6vMet5RhHUKv%2FRQ%2F8iabyMttvQzEoVpx2OI1TcJ0KgL9SIjxVTkgTbVFggxi2q15LWUvV1ZzLOvi00gbOFapMg0kizLGE0haa%2F0i113GX1ORyfXtHNoyKbV9Fo4O0o2E5Yt7rA%2Bin3lgKru51YzDMH3CMKBvq180VcbupphKbROF4vdp0bxlCI4Mrexdkp2maRjl07E%2FX9i%2B1WlrKXlO%2F7m%2F5iIbPJE%2Fz3l1zWvW4Tdo2K86pNXHm8N9Nw513cM3wfLUk4PEnHFcuA08hcaN7OA%2FSPbhkce3htkTBOt3XQY8yxgZAHd4y%2Bfk9LF2ScAYRFLqzQ0rMsZB8OgKgRWCG1ZiKYTlAk7kUKqOYJaBIM%2FN5raZChg%2B0Cu6FXQdRyyOsnmYq4CVKHDbR1sNW%2FnWZmLwveP8s0GrMjqXVHCz10AI3eTtbNO0DxFTxStNhk3P91syOzQiAGIFr%2Bxem7gbNJJTWqOlQJfiNk5T1mBkAjSqtpLI7EMqlWSBcFJchMilrNi3doFM6%2Farz1Rh%2F043nNlW%2Bz6JLIs96JVUSeyTv34qmL5eue%2Bhe9vP9u%2BHP9S%2BJO5GJHuGSsQPJc2uaodW1hf5OXosJ0V8SU30S%2BK%2FeaBe%2Bb%2B9hH3uHQK%2BAgARDjKxdkueunSqmEli52%2FfS8TVRLeibdul%2B2VFql7p6kBKOOaYCzhnI1QV8Bh9oNrn6LBUuIF%2FCFnlh3axz6fFey%2BQTASoGHLR%2FVyUW6%2BIsojQzHENPyoxAC9z4mqpMiJwwBfvtIWyVMaWaKWVJCRigxfuA9d44J6bGsxAbnXsESSlH8OMesaIv5og3F6CuMUA6dpDoT%2B91VSlKCVXsE5MN45fwWjjmfJ%2FagSPlXfYjOCbMP2aEBMjS0bVNoXiOtlxkk7ZMGeILjkCtQCIN9%2Fa0WBuH6Kt63QzOOZx2F%2BsOb6YfTbkcxpyQ9ZRDTvJwYAxOEveLo8hhnDWP7sVIQL%2BhFoaq%2F1E5QoIcWgDLcqZPIj76R3lHsMfv1Y0tM9hxDMa8FWf8C6F%2BMaZaVV%2BKhfcgUuQrHHq%2Fm3YOT8CVhsDlEyWJa7VRpcQXxGLUHBd%2FwillEYVoV9Mw00X%2FkXsFSgX7tgTPpHr7Z8I%2BkwRSwlTnoyDX%2Fh4Ljt%2Bs1ufmG5wjfqyRGmc1uRQhTMtJhSik4X9WlSEQ6r2rIwzfYS5mz18h%2BpUzSBCa%2BluA7D%2FPQjc2sr932evB1N2Ftpi1GQ1PRjKYi3hJQPkCKw9pzryk42dFqh71Yelk3wCUrfL9SWIMo%2F1nPbFYmQu4MlebjLJ6njkl1VevQ9SMy36aXepgoERwoouPxLyZC7gyV5uMsNbCHXbYVf88Hm5ZwlFOhh19pByMYbwRZBYsexQAjcq%2BM%2By%2BleB%2BHK4FXYdcSpancTHpb%2BOn8GsGsQqoMBvz%2FawlGA4Jq9BfLWyV54hb%2FyClcNw12HjXo8oSL90vW17vXxYiC8V2b9kgUB%2Foiekq7JUeVoTvnEOcnECD0AJ9jeRO0botzn3YyTyQ8%2BGXazNbrTpkh1G7jhc5oZkS1rVQjU%2BmG%2Foz1v%2Bpi%2FXXeOT8DL%2FY%2FxrHvx6K3W3DUDknJ6zCAOf%2FI54X8nWaPsZswaRUevcA362v%2BLvQNHx%2F7GKoPJ0mhWaVJcw2wh%2FsND%2FjV0M3pTVN71XWdkiJmQt%2FmWKoEWdiF9a%2BgJjvLd1jj8pPFtfFAV6AUyaSI8Ck3TJZuVjjLSBM7fEkWR9OFNZCzrHwpgUl4vUPsn7apqlmMHHJ%2FmqB9CMo%2F3ciuWSgZZ2JpeYM88gquZAml5W9OmSHUbuOFzksG2Pw4uibphLerQQ1cgNzgmnG8oOKDJG2DAkXO%2BocqU1Vp0Fx4K5OfcU3mrYtXmul32uZXa16ffHULdz0PfBgqUtNz%2FRcuVXYPkH546AJk895cp1zBOO6k0RTchROrApH2x3XNVwzD&eadt=282&mm_sceneid=1_0_7009379645_0&a=xxc%3Dad_ztc%26mi_id%3D0000sqhoUwt17C-e_Pbxcqz7KqmCckc2_8fBIq6GqNY56b4%26skuId%3D5896357697540%26priceTId%3D2147826b17555884208385319e1a8f%26utparam%3D%2525257B%25252522aplus_abtest%25252522%2525253A%25252522fd138c2d4889be205bae493f947d05aa%25252522%2525257D%26&id=913385899292&spm=a21n57.1.item.8,,100,219,同上,同上,同上,同上,
154,N/A,新品,7.20207E+11,玻璃门密码锁办公室指纹锁免开孔推拉门有框无框双开门智能电子锁,未识别,218,100,218,100,21800,oklok旗舰店,https://detail.tmall.com/item.htm?id=720206695598&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000vjqW-hjQwCezsgU31uGlDtzx-5SD_gEAHNgmWinuqV8&skuId=5424870619913&priceTId=215046ff17558480823347940e0e01&utparam=%7B%22aplus_abtest%22%3A%225b671978aacace88b46ed7fb2c2f97ff%22%7D&spm=a21n57.1.item.42,新品; ,,,,,100,218,4
155,118,下降37,8.33824E+11,爵象指纹锁家用防盗门人脸识别智能门锁2025新款电子密码锁入户门,爵象,466.65,100,456.88,100,45688,爵象旗舰店,https://detail.tmall.com/item.htm?id=833823824590&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=e2ed76b5bb1cae15235423078808af245d7433c4&mi_id=0000zFsKhsog7kohNz2lzokdVXLAu5q12P7IK9B_v5eV_js&skuId=5733319325946&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%229dec309faa17ba347f3a40d75b568aab%22%7D&spm=a21n57.1.item.28,,同上,456.88,同上,同上,同上,同上,
156,119,下降37,6.95228E+11,指纹锁密码锁家用门锁防盗门智能锁大门指纹智能门锁木门电子锁,murldyare,113,100,113,100,11300,murldyare旗舰店,https://detail.tmall.com/item.htm?id=695228008172&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000mA5XK6iX1D-k-g_6LNxq4LhF6Ir8qr0nohTqiLKUklg&skuId=5165781491890&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%22cb1b0a2ac9bae8208581dff9202ff1ed%22%7D&spm=a21n57.1.item.37,,同上,同上,同上,同上,同上,同上,
157,N/A,新品,8.91781E+11,断桥铝智能锁铝合金推拉门玻璃门密码锁窄边户外庭院门防水指纹锁,欧时特,188,100,188,100,18800,欧时特旗舰店,https://detail.tmall.com/item.htm?id=891780858527&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000eAoybS3FUYzWSAqGJNJfXqh6oR8hIrYQvnrmdlQrInI&skuId=5738373224280&priceTId=214786fc17558483827967366e1be3&utparam=%7B%22aplus_abtest%22%3A%2298b97407518630c37c4253025b26e551%22%7D&spm=a21n57.1.item.22,新品; ,,,,,100,188,5
158,N/A,新品入榜,7.72449E+11,免开孔室内房间木门指纹锁家用卧室密码锁办公室民宿电子智能门锁,索玛仕,129,100,123,100,12300,索玛仕旗舰店,https://detail.tmall.com/item.htm?id=772448952222&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=000085-ejgwi031l6eSCo2ojnA4EJPfKMDpyYgDWoV6rQ8c&skuId=5460879603882&priceTId=214784c817555876326565695e143f&utparam=%7B%22aplus_abtest%22%3A%2235dec623dd8dfce76f9dd4173c67ef48%22%7D&spm=a21n57.1.item.12,,未找到,未找到,未找到,未找到,同上,123,
159,134,下降25,8.67818E+11,TCL智能门锁K7G Pro猫眼可视电子锁指纹密码锁入户门人脸智能锁,TCL,849.15,95,849.15,100,84915,TCL集团官方旗舰店,https://detail.tmall.com/item.htm?id=867817639989&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=0216e0d887abda04829fe833358b8ea5732a1809&mi_id=0000MAOeTKbilbiGn3t5jcBjCj9a1sPKlQZ7kkqUIs95THM&skuId=5864220127875&priceTId=214784c817555876326565695e143f&utparam=%7B%22aplus_abtest%22%3A%224e27508b8d0c94b70cd577c7047d5738%22%7D&spm=a21n57.1.item.22,,100,同上,同上,同上,同上,同上,
