页码,商品ID,商品标题,国补后价格,店铺名称,商品链接,付款人数,品牌,付款金额,2025-08-15_Price,2025-08-15_Main_Image_URL,热水器海尔型号,尺寸,售后服务,防冻功能,毛重,智能控制,保修年限,排烟方式,热水器安装要求,包装尺寸,能效等级,净重,是否防冻,恒温类型,产地,热水器燃气类型,材质,是否恒温,堆码层数极限,必备安装配件,系列,控制方式,功率,颜色分类,3C证书编号,保修期,热水器美的型号,热水器万和型号,上市时间,能效备案号,热水器升位,热水器万家乐型号,生产企业,物流配送安装服务,安装服务,出水方式,型号,燃料种类,款式,功能,热水器能率型号,安装方式,智能类型,省份,地市,电线截面要求,加热功率,工作电压,采购地,热水产率（L/min）,产品类型,热效率（%）,适用人数,配套附带
14,7.9836E+11,政府补贴AO史密斯佳尼特1级能效TJ3零冷水燃气热水器16升新品,3794.41,A.O.史密斯热水器旗舰店,https://detail.tmall.com/item.htm?id=798359501335&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000UnJ-uE2vFyZY2rLm36QmU8B_noeiEIbjkvaitqYOmjU&skuId=5442766097571&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%224d538775f15cbc1f22d52d437126e526%22%7D&spm=a21n57.1.item.17,5,A．O．Smith/史密斯,18972.05,3839.2,https://gw.alicdn.com/bao/uploaded/i2/1800261401/O1CN01RrBzqJ1MDhrX8GmQV_!!1800261401.jpg_.webp,,370x172x575mm,上门安装全国联保,,19kg,不支持智能,,强排式,,420x248x870mm,一级,16kg,是,零冷水,中国大陆,天然气,,是,10层,,JSQ-TJ,后制式,80W,JSLQ28-TJ3 16L棕银色,2.02401E+15,36个月,,,2024-05,,16L,,,,,,JSLQ28-TJ3,,,,,,,,,,,,,,,,,
2,9.42582E+11,[新品]海尔燃气热水器无冷凝水一级能效K70A双循环天然气家用恒温,3864.59,海尔官方旗舰店,https://detail.tmall.com/item.htm?id=942581777962&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000IYDWSlMoEsJXnCLuNT4Tlui3IAld8BT-NcUhg2l4aqg&skuId=5890566344068&priceTId=2147845617550606133113665e122d&utparam=%7B%22aplus_abtest%22%3A%22158939483322b66bcd4ebccc642e9138%22%7D&spm=a21n57.1.item.18,100,Haier/海尔,386459,3919.2,https://gw.alicdn.com/bao/uploaded/i2/470168984/O1CN01zsH5Ou2GEjKm6whhX_!!470168984.jpg_.webp,JSLQ27-16K70AMAXDU1 JSLQ27-16K70AGTDU1,600x370x190mm,全国联保,,19kg,其他智能,36个月,强排式,,775x535x265mm,一级,16kg,是,双循环恒温,中国大陆,天然气,,是,20层,,,微电脑式,70W,JSLQ27-16K70AGTDU1 16L丝缎灰 JSLQ27-16K70AMAXDU1 16L丝缎灰,2.02501E+15,,,,2025-06,,16L,,,,,,,,,,,,,,,,,,,,,,,
5,9.45001E+11,新品海尔双循环燃气热水器一级能效无冷凝水天然气家用K70A恒温,3919.2,海尔热水器旗舰店,https://detail.tmall.com/item.htm?id=945000826082&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000420OYe6VzfMfSMQVd7Nm2-PrsZeM0JPUpxEC6oD6J4U&skuId=5849465360959&priceTId=2147850817550606789858239e1b10&utparam=%7B%22aplus_abtest%22%3A%22b5f3af24d0b56f8ebdf6ba0fb129e361%22%7D&spm=a21n57.1.item.22,38,Haier/海尔,148929.6,3919.2,https://gw.alicdn.com/bao/uploaded/i1/883072941/O1CN01H4D2SP1Xb1tukjuXe_!!883072941.jpg_.webp,JSLQ27-16K70AMAXDU1 JSLQ27-16K70AGTDU1,600x370x190mm,全国联保,,19kg,其他智能,36个月,强排式,,775x535x265mm,一级,16kg,是,双循环恒温,中国大陆,天然气,,是,20层,,,微电脑式,70W,JSLQ27-16K70AGTDU1 16L丝缎灰 JSLQ27-16K70AMAXDU1 16L丝缎灰,2.02501E+15,,,,2025-06,,16L,,,,,,,,,,,,,,,,,,,,,,,
6,8.87132E+11,【精品】Casarte/卡萨帝 JSQ31-16CYA(12T)U1褐 卡萨帝热水器,3999,天猫优品官方直营,https://detail.tmall.com/item.htm?id=887131842140&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000ATjXIOCqHtC5LCHpV-ixMYZlYhGTbViypk5XDjXVRlw&skuId=5730148456588&priceTId=2147817d17550606995197137e125b&utparam=%7B%22aplus_abtest%22%3A%2208cf814eeacac2f7274b07f0d341058d%22%7D&spm=a21n57.1.item.7,29,Casarte/卡萨帝,115971,3999,https://img.alicdn.com/imgextra/i4/3402329517/O1CN01slbtCK2KAqOJwnj9d_!!4611686018427383213-0-item_pic.jpg_.webp,,757x544x270mm,,,18kg,其他智能,36个月,强排式,,757x544x270mm,二级,14.8kg,是,水气双调,中国大陆,天然气,,是,11层,,,微电脑式,48W,褐色,2.02101E+15,,,,2022-08,,16L,,,,,,JSQ31-16CYA(12T)U1褐,,,,,,,,,,,,,,,,,
7,8.91079E+11,Haier/海尔 JSQ30-16WN5S(12T)U1白色 燃气热水器,3999,天猫优品官方直营,https://detail.tmall.com/item.htm?id=891078568751&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000czEqII0vIZs1A9MFflOJ4vybW3d1j18crFS9OHpqfiU&skuId=5735483712041&priceTId=2147842d17550607197295489e229c&utparam=%7B%22aplus_abtest%22%3A%222af6eb58572039024be73d8c60fb2d1c%22%7D&spm=a21n57.1.item.32,41,海尔,163959,3999,https://img.alicdn.com/imgextra/i2/3402329517/O1CN01KyneFR2KAqOOkpFOz_!!4611686018427383213-0-item_pic.jpg_.webp,,540x370x155mm,,,17kg,其他智能,36个月,强排式,,745x543x234mm,二级,14kg,是,零冷水,,,,是,8层,,,微电脑式,48W,,2.02001E+15,,,,2020-07,,16L,,,,,,,,,,,,,,,,,,,,,,,
14,7.82146E+11,海尔燃气热水器全密闭稳燃舱家用16升平衡式伺服静音官方KU3白巧,3930.74,海尔官方旗舰店,https://detail.tmall.com/item.htm?id=782146348717&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000q0vc_xamPkIkVIQSFDQ98JFIHQgoFZk5kbZEx1ruwkQ&skuId=5846136753642&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%22e65bb4db9f09c44f5eef12777d3f0a73%22%7D&spm=a21n57.1.item.5,5,Haier/海尔,19653.7,3999,,JSG31-16KU3FPXCU1,540x340x170mm,全国联保,,16.9kg,其他智能,,强排式,,760x570x240mm,二级,14kg,是,水量伺服,中国大陆,天然气,,是,15层,直弯烟管组合,白巧系列KU3,微电脑式,48W,JSG31-16KU3FPXCU1珠光白,2.02301E+15,36个月,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.72149E+11,[鲸吨吨恒温]林内燃气热水器天然气恒温小蛮腰大水量20/24升GC21,4249.15,林内官方旗舰店,https://detail.tmall.com/item.htm?id=772149460036&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000oXIdbwlbJdfR4yk0WGFYfWWa3_SBQaIUft0dWg2cyJQ&skuId=5459511163734&priceTId=214783e617550606581112356e14d4&utparam=%7B%22aplus_abtest%22%3A%22fba9814fbc39d8f1d7098dbbc950b936%22%7D&spm=a21n57.1.item.49,41,Rinnai/林内,174215.15,4249.15,https://gw.alicdn.com/bao/uploaded/i1/1087143051/O1CN01Xza79L1YPPRd1CyxX_!!1087143051.png_.webp,,400x175x590mm,,,16.5kg,不支持智能,,强排式,,487x294x788mm,二级,14kg,是,水气双调,中国大陆,天然气,钢化玻璃+不锈钢,是,8层,直弯烟管组合,鲸吨吨系列 鲸吨吨大水量,微电脑式,63W 72W,JSQ40-GC21 20L白色 JSQ47-GC21 24L白色,2.02335E+15,36个月,,,,,,,,,,,JSQ40-GC21 JSQ47-GC21,,,,,,,,,,,,,,,,,
8,9.41036E+11,【重磅新品】苏泊尔小鲸鱼UD10燃气热水器洗澡家用天然气20升增压,4249.15,百亿补贴品牌优选,https://detail.tmall.com/item.htm?id=941035660475&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=ede0db743e09804c8c86a2422902ddfb773f15a6&mi_id=00006qT5GK35HXYblg-RdbehRDXGEyDW6PlVy0Ck2e27R_g&skuId=6004557207432&maskChannel=bybtrs&priceTId=2147807817550607399182639e156c&utparam=%7B%22aplus_abtest%22%3A%2260e5d14e2541be0aa2a76c0f51c22a90%22%7D&spm=a21n57.1.item.50,15,SUPOR/苏泊尔,63737.25,4249.15,https://gw.alicdn.com/bao/uploaded/i2/704691958/O1CN019NRNzO1QKoYyx7gjP_!!704691958.jpg_.webp,,360x160x580mm,,,12.8kg,不支持智能,72个月,强排式,,520x220x725mm,二级,10.7kg,是,水气双调,中国大陆,天然气,,是,8层,,,微电脑式,40W,JSQ38-20R-UD10 20L灰色,2.02501E+15,,,,2025-06,20250522-CEL0092016-693196,20L,,,,,,JSQ38-20R-UD10,,,,,,,,,,,,,,,,,
6,8.27511E+11,Haier /海尔 JSQ31-16FT3U1 银 燃气热水器,4299,天猫优品官方直营,https://detail.tmall.com/item.htm?id=827510600053&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000zn20Vc_65giqYp9RK7q-zsfewP1UVC72AKFzQWW_4a8&skuId=5720015334773&priceTId=2147817d17550606995197137e125b&utparam=%7B%22aplus_abtest%22%3A%22c232a7c0b530c7e85d5d25547a344c0d%22%7D&spm=a21n57.1.item.34,38,Haier/海尔,163362,4299,https://img.alicdn.com/imgextra/i4/3402329517/O1CN01XmR77V2KAqLEyvh9n_!!0-item_pic.jpg_.webp,JSQ31-16FT3U1银,370x160x540mm,,,15.5kg,其他智能,36个月,强排式,,757x544x270mm,二级,12kg,是,水气双调,中国大陆,天然气,,是,11层,,,微电脑式,48W,月光银,2.02201E+15,,,,2022-07,,16L,,,,,,,,,,,,,,,,,,,,,,,
4,8.94735E+11,【门店爆款】AO史密斯燃气热水器16L经典款天然气热水器31CLD,4498,AO史密斯暖通家电旗舰店,https://detail.tmall.com/item.htm?id=894735357410&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00002uq9JIWJTeIfmVUXPLfjl_lYTzXF5tFNl6Km62HDXsU&skuId=5745657677812&priceTId=214783e617550606581112356e14d4&utparam=%7B%22aplus_abtest%22%3A%227be8d0e63f8a20a219012a4baa412ea0%22%7D&spm=a21n57.1.item.30,49,A．O．Smith/史密斯,220402,4498,https://img.alicdn.com/imgextra/i3/2219186559975/O1CN01kI2VTq2NYbq4pW6Ak_!!4611686018427386855-0-item_pic.jpg_.webp,,375x147x575mm,上门安装全国联保,,17kg,其他智能,36个月,强排式,,380x155x580mm,二级,14kg,是,水气双调,中国大陆,天然气,,是,3层,,JSQ-CSCAi,后制式,62W,JSQ31-CLD 16L工业灰,2.02035E+15,,,,,,,,,,,,JSQ31-CLD,,,,,,,,,,,,,,,,,
6,6.77307E+11,以旧换新卡萨帝燃气热水器家用天然气16/20L零冷水恒温水伺服CWS,4446.13,卡萨帝官方旗舰店,https://detail.tmall.com/item.htm?id=677306948316&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000cBS0gFnoS9XAU32BDbeB28J8NMpsvN-g9_40QteRKZI&skuId=5240895201635&priceTId=2147817d17550606995197137e125b&utparam=%7B%22aplus_abtest%22%3A%22f04656fc074e68a8edaac7a143b64251%22%7D&spm=a21n57.1.item.6,29,Casarte/卡萨帝,128937.77,4504.15,https://gw.alicdn.com/bao/uploaded/i3/3165589196/O1CN01nNxrVz2HnpD29vRBt_!!3165589196.png_.webp,,592x370x155mm 622x390x185mm,上门安装全国联保,电辅防冻,20.5kg 26.5kg,其他智能,,强排式,,780x623x258mm 822x672x287mm,二级,17kg 21.5kg,是,水气双调,中国大陆,天然气,钢化玻璃+不锈钢,是,11层,直弯烟管组合,卡萨帝CWS系列,微电脑式,100W 108W,JSQ38-20CWS(12T)U1 20L锡兰青 JSQ31-16CWS(12T)U1 16L锡兰青,2.02001E+15,36个月,,,,,,,,,,,JSQ38-20CWS(12T)U1 JSQ31-16CWS(12T)U1,,,,,,,,,,,,,,,,,
9,8.34489E+11,【卡萨帝无界】以旧换新补贴燃气热水器双驱水伺服恒温家用CWV5,4616.13,卡萨帝官方旗舰店,https://detail.tmall.com/item.htm?id=834489120836&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000_GBph8r4du_7RO1J_UVnDFsWMRvr-rfAhyFGKPjWFps&skuId=5585430041012&priceTId=2147808517550607594026785e1205&utparam=%7B%22aplus_abtest%22%3A%22db075bb12a874645f3c2eb7f6a6b32c7%22%7D&spm=a21n57.1.item.6,14,Casarte/卡萨帝,64625.82,4674.15,https://gw.alicdn.com/bao/uploaded/i1/3165589196/O1CN01UwH2nb2HnpHQWCYzO_!!3165589196.jpg_.webp,,340x170x540mm,,,17.5kg,其他智能,36个月,强排式,,525x260x710mm,二级,14.5kg,是,双驱水伺服,中国大陆,天然气,,是,15层,直弯烟管组合,星悦系列,微电脑式,48W,JSQ31-16CWV5FVXGU1 16L流星银,2.02301E+15,,,,,,,,,,,,JSQ31-16CWV5FVXGU1,,,,,,,,,,,,,,,,,
13,9.02495E+11,[揽光新品]卡萨帝燃气热水器静音富锶水伺服恒温天然气蝶舞CWQ5,4750.74,卡萨帝官方旗舰店,https://detail.tmall.com/item.htm?id=902494794655&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000L55_YuWB2lkIM05VzMdPUECM6G0QqCzVp66GzesM_Po&skuId=5931510103308&priceTId=214783fb17550608401982856e1c72&utparam=%7B%22aplus_abtest%22%3A%22d17531f19a6ebe611f3bcdf5211914ab%22%7D&spm=a21n57.1.item.37,5,Casarte/卡萨帝,23753.7,4819,,,600x370x175mm,,,19.3kg 21.1kg,其他智能,,强排式,,780x550x230mm,二级,17.1kg 18.5kg,是,无极变频水伺服,中国大陆,天然气,,是,15层,,,微电脑式,40W,JSQ31-16CWQ5UltraU1 16L锡兰青 JSQ31-16CWQ5U1 16L博卡灰,2.02401E+15,36个月,,,,,,,,,,,JSQ31-16CWQ5U1 JSQ31-16CWQ5UltraU1,,,,,,,,,,,,,,,,,
4,8.19406E+11,[鲸吨吨水伺服]林内燃气热水器小蛮腰Max0.5微控恒温20/24升GC62,4844.15,林内官方旗舰店,https://detail.tmall.com/item.htm?id=819406264878&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000-jOUNlnkTV-8AQTcnVWI-iT5Dm13FO5H8YpD61Acp0Q&skuId=5690476562770&priceTId=214783e617550606581112356e14d4&utparam=%7B%22aplus_abtest%22%3A%223bfacb60f446ade44ecd6dd512b9eb6c%22%7D&spm=a21n57.1.item.17,61,Rinnai/林内,295493.15,4844.15,https://gw.alicdn.com/bao/uploaded/i4/1087143051/O1CN01tothJC1YPPTHKoMjx_!!1087143051.png_.webp,,400x175x591mm,,电辅防冻,16.5kg 17kg,不支持智能,36个月,强排式,,487x294x788mm,二级,14kg 14.5kg,是,水量伺服,中国大陆,天然气,,是,8层,直弯烟管组合,鲸吨吨系列 鲸吨吨,微电脑式,63W 72W,JSQ40-GC62 20L灰色 JSQ47-GC62 24L灰色,2.02435E+15,,,,,,,,,,,,JSQ40-GC62 JSQ47-GC62,,,,,,,,,,,,,,,,,
13,8.25284E+11,[鲸吨吨水伺服]林内燃气热水器小蛮腰Max0.5微控恒温20/24升GC62,4786.13,林内热水器旗舰店,https://detail.tmall.com/item.htm?id=825284374130&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000x-QQrBdPOFjuG8nKkHX5BEiUtYeW4DzgitUFkTyDNSA&skuId=5714573151149&priceTId=214783fb17550608401982856e1c72&utparam=%7B%22aplus_abtest%22%3A%223678dc041f69a4a585ab39e346f2b565%22%7D&spm=a21n57.1.item.18,6,林内,28716.78,4844.15,https://gw.alicdn.com/bao/uploaded/i4/2208107135654/O1CN01fSolWM1rdaKy26nji_!!2208107135654.jpg_.webp,,,,,,,,,,,,,,,,,,,,,鲸吨吨系列 鲸吨吨,微电脑式,63W 72W,JSQ40-GC62 20L灰色 JSQ47-GC62 24L灰色,2.02435E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.19516E+11,Paloma/百乐满16EC16升室外家用燃气热水器天然气恒温原装进口,4930.74,百乐满旗舰店,https://detail.tmall.com/item.htm?id=619515514338&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000_wYQqEk6emqcg0m6JMJPEIvNzCqtjSLe3DUkXqL_htQ&skuId=5931360051192&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%2211c884f9cac340875a16f7ca61c32f97%22%7D&spm=a21n57.1.item.50,6,Paloma/百乐满,29584.44,4999,https://gw.alicdn.com/bao/uploaded/i4/3870135801/O1CN01ykdPRR1siuctrazKJ_!!3870135801.png_.webp,,350x150x520mm,上门安装全国联保,电辅防冻,20kg,其他智能,,强排式,未安装排烟管禁止使用,380x180x550mm,二级,15kg,是,水量伺服,其他海外地区,液化石油气 天然气,,是,8层,直弯烟管组合,2020室外新品,微电脑式,45W,白色单机,,36个月,,,,,,,,,,,JSW30-16EC,,,,,,,,,,,,,,,,,
6,8.73348E+11,【门店爆款】AO史密斯燃气热水器1级静音天然气热水器CSCAi/CSCWi,5068,AO史密斯暖通家电旗舰店,https://detail.tmall.com/item.htm?id=873347889320&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000oZd2sqPTmL75IPESSfSFxkqo3kyDcr3hiaMWEH7FRsU&skuId=5908051098340&priceTId=2147817d17550606995197137e125b&utparam=%7B%22aplus_abtest%22%3A%22e719ccb3efa3b9d611e49238197a8254%22%7D&spm=a21n57.1.item.37,25,A．O．Smith/史密斯,126700,5068,https://img.alicdn.com/imgextra/i1/2219186559975/O1CN0144zQAV2NYbq5CXyRK_!!4611686018427386855-0-item_pic.jpg_.webp,,575x370x172mm 370x172x575mm,上门安装全国联保,,18kg 17kg,其他智能,36个月,强排式,,832x447x255mm 447x255x832mm,二级,16kg 15kg,是,水气双调,中国大陆,天然气,钢化玻璃+不锈钢 不锈钢,是,10层,直弯烟管组合,JSQ-CSCAi 无,微电脑式 后制式,61W 26W,JSQ26-CSCWi白色 JSQ31-CSCWi灰色 JSQ31-CSCAi 16L美国灰,2.02035E+15,,,,2022-09,20220419-481200-9316745566809583,16L,,,,,,JSQ31-CSCWi JSQ26-CSCWi JSQ31-CSCAi,,,,,,,,,,,,,,,,,
4,7.71492E+11,[鲸吨吨零冷水]林内燃气热水器天然气恒温即开即热20/24升GD61R,5354.15,林内官方旗舰店,https://detail.tmall.com/item.htm?id=771491650329&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000VUYH6xt5VFeFx6YoPrak5b3WxjSwRlAqiVj09kysyPA&skuId=5289668469109&priceTId=214783e617550606581112356e14d4&utparam=%7B%22aplus_abtest%22%3A%22701a3dc0047dadf9e7718aa65c725312%22%7D&spm=a21n57.1.item.37,46,林内,246290.9,5354.15,https://gw.alicdn.com/bao/uploaded/i3/1087143051/O1CN01a1kXQu1YPPRg5aKSl_!!1087143051.png_.webp,,400x175x590mm,,电辅防冻,17.5kg 18kg,不支持智能,,强排式,,487x294x788mm,二级,15kg 15.5kg,是,零冷水,中国大陆,天然气,,是,8层,直弯烟管组合,鲸吨吨系列 鲸吨吨零冷水,微电脑式,63W 72W,JSQ40-GD61R 20L金色 JSQ47-GD61R 24L金色,2.02335E+15,36个月,,,,,,,,,,,JSQ40-GD61R JSQ47-GD61R,,,,,,,,,,,,,,,,,
13,7.9283E+11,[鲸吨吨零冷水]林内燃气热水器天然气恒温即开即热20/24升GD61R,5296.13,林内热水器旗舰店,https://detail.tmall.com/item.htm?id=792830387271&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000v0CAbx-RR-9e0KHwpH4kF1eETWG_NlfJMazLGJEjBtU&skuId=5412390568086&priceTId=214783fb17550608401982856e1c72&utparam=%7B%22aplus_abtest%22%3A%22bcf0764ed00e982f06123fec993127a1%22%7D&spm=a21n57.1.item.3,6,Rinnai/林内,31776.78,5354.15,https://gw.alicdn.com/bao/uploaded/i2/2208107135654/O1CN01jqeGwi1rdaJKnWoxW_!!2208107135654.jpg_.webp,,400x175x590mm,,,17.5kg 18kg,不支持智能,36个月,强排式,,487x294x788mm,二级,15kg 15.5kg,是,零冷水,中国大陆,天然气,,是,8层,直弯烟管组合,鲸吨吨系列 鲸吨吨零冷水,微电脑式,63W 72W,JSQ40-GD61R 20L金色 JSQ47-GD61R 24L金色,2.02335E+15,,,,,,,,,,,,JSQ40-GD61R JSQ47-GD61R,,,,,,,,,,,,,,,,,
3,7.1097E+11,[小蛮腰零冷水版]林内燃气热水器家用恒温天然气16/20/24升GD61R,5380,林内官方旗舰店,https://detail.tmall.com/item.htm?id=710970001756&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000gOeW2TAs8vxViOmhJ48EuHYWCEfOOu3loslMKHa3y20&skuId=5158051339894&priceTId=2147838917550606348336267e1418&utparam=%7B%22aplus_abtest%22%3A%22e7a6dc19ce48bbc5b485ba590125f221%22%7D&spm=a21n57.1.item.18,97,Rinnai/林内,521860,5380,https://gw.alicdn.com/bao/uploaded/i2/1087143051/O1CN01cxifa71YPPReQrSZD_!!1087143051.png_.webp,,330x170x536mm 400x175x590mm,上门安装全国联保,电辅防冻,15kg 17.5kg 18kg,不支持智能,36个月,强排式,未安装排烟管禁止使用,510x278x713mm 487x294x788mm,二级,12.4kg 15kg 15.5kg,是,零冷水,中国大陆,天然气,,是,8层,直弯烟管组合,零魔方系列 鲸吨吨系列 鲸吨吨零冷水,微电脑式,56W 63W 72W,JSQ31-GD61R金色 JSQ40-GD61R金色 JSQ47-GD61R金色,2.02235E+15,,,,2023-04,,16L,,,,,,JSQ40-GD61R JSQ31-GD61R JSQ47-GD61R,,,,,,,,,,,,,,,,,
13,6.86907E+11,[精钢]AO史密斯16升零冷水燃气热水器bjs家用天然气智能恒温正品,5693.3,A.O.史密斯官方旗舰店,https://detail.tmall.com/item.htm?id=686906562027&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=c6c3b7be9420c534d13ae5ff1344ee5b2d018b76&mi_id=0000lmug1ALFgmFoQ3j3_80kB4JJnFI00RpZ2gNKX_JY6qE&skuId=5410937450337&priceTId=214783fb17550608401982856e1c72&utparam=%7B%22aplus_abtest%22%3A%224431ec7c4ba1318ab98df8cc01672454%22%7D&spm=a21n57.1.item.45,5,A．O．Smith/史密斯,28466.5,5693.3,https://gw.alicdn.com/bao/uploaded/i2/807040407/O1CN01Sa1PGf1EsSHLkZsEx_!!807040407.jpg_.webp,,375x147x575mm,上门安装全国联保,机械加电辅防冻,18kg,不支持智能,36个月,强排式,,415x842x248mm,二级,16kg,是,零冷水,中国大陆,天然气,钢化玻璃+不锈钢,是,10层,直弯烟管组合,JSQ-BJS,后制式,62W,JSQ31-BJS 16L白色,2.02035E+15,,,,,,,,,,,,JSQ31-BJS,,,,,,,,,,,,,,,,,
4,8.76938E+11,【门店爆款】AO史密斯燃气热水器1级能效天然气热水器ACEWi/AJEWI,5698,AO史密斯暖通家电旗舰店,https://detail.tmall.com/item.htm?id=876938225524&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000d0aGGBmjCj8UlkcqZdE-pgADPadDb6ZP0b7chvAf-1U&skuId=5883970295388&priceTId=214783e617550606581112356e14d4&utparam=%7B%22aplus_abtest%22%3A%227409bcd14e3933af98839534848efbde%22%7D&spm=a21n57.1.item.42,44,A．O．Smith/史密斯,250712,5698,https://gw.alicdn.com/bao/uploaded/i3/2219186559975/O1CN01T9ch0R2NYbpEiZKVe_!!2219186559975.jpg_.webp,,382x171x611mm 370x172x575mm,上门安装全国联保,,20kg 18kg,其他智能,36个月,强排式,,420x248x807mm 420x270x870mm,一级,17kg 15kg,是,水气双调,中国大陆,天然气,钢化玻璃+不锈钢,是,10层,直弯烟管组合,JSQ-CSCAi,后制式,80W,JSLQ28-ACEWi 16L白色 JSLQ28-AJEWi 16L流沙金,2.02401E+15,,,,2024-05,,16L,,,,,,JSLQ28-AJEWi JSLQ28-ACEWi,,,,,,,,,,,,,,,,,
9,9.03059E+11,Casarte/卡萨帝 JSQ31-16CX71FVXGU1 燃气热水器,5999,天猫优品官方直营,https://detail.tmall.com/item.htm?id=903059412955&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000urujqKIPyyxqf2QEo5cxEAD2FtVzPlim_VLgOGnokn8&skuId=5761124561166&priceTId=2147808517550607594026785e1205&utparam=%7B%22aplus_abtest%22%3A%22fe75d68cf08e11322ed888d77fb20a1c%22%7D&spm=a21n57.1.item.7,14,Casarte/卡萨帝,83986,5999,,,592x370x155mm,,,18.8kg,其他智能,36个月,强排式,,780x550x230mm,二级,16kg,是,双驱水伺服,中国大陆,天然气,,是,11层,,CX71,微电脑式,31W,冰雪白,2.02201E+15,,,,2025-03,20250212-CEL0092016-609821,16L,,,,,,JSQ31-16CX71FVXGU1,,,,,,,,,,,,,,,,,
9,8.83634E+11,【新品小蛮腰·微光】林内16升恒温燃气热水器家用节能JSQ31-GT13,6500,天猫优品官方直营,https://detail.tmall.com/item.htm?id=883633650874&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000_gHg4TBjNh29TXOpRyQnMk9S2dDbbfrlFAxSQ7p3ruM&skuId=5722965748772&priceTId=2147808517550607594026785e1205&utparam=%7B%22aplus_abtest%22%3A%225d8ad35618477503eb2befc30a50d24e%22%7D&spm=a21n57.1.item.5,14,Rinnai/林内,91000,6500,https://gw.alicdn.com/bao/uploaded/i2/3402329517/O1CN01oyR6kQ2KAqOmYQIfh_!!3402329517.png_.webp,,330x536x170mm,,电辅防冻,13.5kg,不支持智能,36个月,强排式,未安装排烟管禁止使用,510x713x278mm,二级,11.1kg,是,水气双调,中国大陆,天然气,,是,8层,,,微电脑式,56W,白色,2.02235E+15,,,,2025-01,20240705-481200-89341720147590124,16L,,上海林内有限公司,送货上门安装,含安装,,JSQ31-GT13,天然气,,恒温,,,,,,,,,,,,,,
9,9.14983E+11,Casarte/卡萨帝 JSQ31-16CXR5FGU1 燃气热水器,6999,天猫优品官方直营,https://detail.tmall.com/item.htm?id=914982801635&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000DJ-utHpyf_eb0gf79SZlv_HfzcwSRjb-0-D5TLJNfm8&skuId=5947091250790&priceTId=2147808517550607594026785e1205&utparam=%7B%22aplus_abtest%22%3A%223cc091244fe0a7f2569e3c5a9116fd9b%22%7D&spm=a21n57.1.item.2,14,Casarte/卡萨帝,97986,6999,,,540x340x175mm,,,19kg,其他智能,36个月,强排式,,715x510x265mm,二级,16.2kg,是,无极变频水伺服,中国大陆,天然气,,是,15层,,,微电脑式,31W,银,2.02401E+15,,,,2025-03,,16L,,,,,,JSQ31-16CXR5FGU1,,,,,,,,,,,,,,,,,
